index,prob
119,0.9996781785506942
120,0.9996819773827297
121,0.9996846145831045
122,0.9996857052125049
123,0.999687652685566
124,0.9996914585598738
125,0.9996947372820667
126,0.9996969657676702
127,0.9997004921982546
128,0.9997038896605317
129,0.9997060741010161
130,0.9997073954200072
131,0.9997092774358436
132,0.9997107428089856
133,0.9997134340182608
134,0.9997152239044795
135,0.9997191086567102
136,0.9997201779257925
137,0.9997211129263515
138,0.9997217785984103
139,0.9997229592887743
140,0.9997248420306565
141,0.9997266825951941
142,0.9997270213922713
143,0.999728198550054
144,0.9997300913153672
145,0.9997321490260431
146,0.9997343247241111
147,0.9997367629077968
148,0.9997384148531394
149,0.9997412956013856
150,0.9997378140061048
151,0.9997395553629939
152,0.9997421561780895
153,0.9997432327611887
154,0.9997440548586255
155,0.9997466008641338
156,0.9997479425709149
157,0.9997492419771844
158,0.9997514977691071
159,0.9997522970601616
160,0.9997546492516994
161,0.9997550035355554
162,0.9997565757615704
163,0.9997591742075147
164,0.9997599878555041
165,0.9997617148713337
166,0.9997642284115839
167,0.9997647862671911
168,0.9997656274626351
169,0.9997664870803231
170,0.9997670200259761
171,0.9997676653543724
172,0.999768994312577
173,0.9997703736670095
174,0.9997712333160139
175,0.9997724937020314
176,0.9997736634074661
177,0.9997757051678854
178,0.9997765569408869
179,0.99977702769495
180,0.999777966657657
181,0.9997790944322013
182,0.9997804505988279
183,0.99978104904343
184,0.9997835236170676
185,0.9997848485619457
186,0.9997861322137979
187,0.9997871580513574
188,0.9997883260736636
189,0.999789533252267
190,0.9997911121804085
191,0.9997928088101413
192,0.9997941565487485
193,0.9997954516149729
194,0.9997964072518454
195,0.9997968138128743
196,0.9997975227047865
197,0.9997979499273534
198,0.9997997687450636
199,0.9998010124881248
200,0.9998028272875822
201,0.9998041352492117
202,0.9998048271307327
203,0.9996791883196632
204,0.999680892541989
205,0.9996815937204735
206,0.9996829379602822
207,0.999683525050814
208,0.9996840536408832
209,0.9996857638105677
210,0.9996882633764155
211,0.9996895466218235
212,0.9996905143178663
213,0.9996923953623469
214,0.9996948665626629
215,0.9996970666316778
216,0.9996990742206436
217,0.9997013157945897
218,0.9997020703064109
219,0.9997037439784779
220,0.9997052423113446
221,0.9997056579591593
222,0.9997077946960294
223,0.9997090292408899
224,0.9997106955886557
225,0.9997121876090503
226,0.9997129866545177
227,0.9997141156347537
228,0.9997150814574326
229,0.9997158092733016
230,0.9997168443951747
231,0.9997189752290845
232,0.9997210788521247
233,0.9997217538627615
234,0.9997222730133727
235,0.9997240016677285
236,0.9997256775145589
237,0.9997265234422074
238,0.9997273456628212
239,0.999728327740908
240,0.9997293406869008
241,0.9997300412937176
242,0.9997307410482931
243,0.9997314688947823
244,0.9997332927768576
245,0.9997343098304111
246,0.9997360075570209
247,0.99973795536676
248,0.9997391553810238
249,0.9997398972241445
250,0.9997405420952447
251,0.9997412545483108
252,0.9997417293579407
253,0.9997428853559865
254,0.9997439049594642
255,0.999744863253139
256,0.9997453870395002
257,0.9997463554225142
258,0.9997469648114806
259,0.9997482161048126
260,0.9997492739560514
261,0.9997501179226957
262,0.9997517013350419
263,0.9997524190732375
264,0.9997532417612383
265,0.9997543228877854
266,0.9997558617912538
267,0.9997566257154324
268,0.9997575447922006
269,0.9997586102214262
270,0.9997590522547478
271,0.9997594140503001
272,0.9997597977284732
273,0.9997602627663617
274,0.9997618986804749
275,0.9997625234855402
276,0.9997636422187941
277,0.9997645951892854
278,0.9997654207784078
279,0.999765959166356
280,0.999767042821236
281,0.9997675431692595
282,0.9997688746413996
283,0.9997695360491066
284,0.9997697397242109
285,0.9997703634008679
286,0.9997709613899467
287,0.9997723682337883
288,0.9997736465460089
289,0.9996111372535152
290,0.9996122659794253
291,0.9996142038857111
292,0.9996161961783401
293,0.9996184227493337
294,0.999620756843548
295,0.9996213696353797
296,0.99962327545259
297,0.9996239130067639
298,0.9996246943764078
299,0.9996260740076109
300,0.9996267964068307
301,0.999629456466413
302,0.9996300834181557
303,0.9996306046864523
304,0.9996322886823364
305,0.999633281917679
306,0.9996337026585738
307,0.9996351990549093
308,0.9996364599293026
309,0.9996373042941537
310,0.9996381727787526
311,0.9996385664898485
312,0.9996392643622424
313,0.9996400185722958
314,0.999641068062056
315,0.9996417796076907
316,0.9996430230669862
317,0.9996440871409511
318,0.9996449186351769
319,0.9996454270750924
320,0.999645689276385
321,0.9996460179020729
322,0.9996462661296143
323,0.9996468032689927
324,0.9996485744272701
325,0.9996496092520247
326,0.9996502902842427
327,0.9996509443241098
328,0.9996514987572187
329,0.9996526247906365
330,0.9996531222280045
331,0.9996540344009821
332,0.9996551193541614
333,0.9996564439854658
334,0.9996586196088317
335,0.9996599656733802
336,0.9996614667475887
337,0.9996623787171571
338,0.9996636199180696
339,0.9996643322499309
340,0.9996650423415049
341,0.9996652988898264
342,0.9996665547339053
343,0.9996669684821442
344,0.999667671641956
345,0.9996694502844816
346,0.9996698083648727
347,0.999670857816479
348,0.9996711759500034
349,0.9996722233697581
350,0.9996735428649527
351,0.9996741523344248
352,0.9996747920575093
353,0.9996754407291513
354,0.9996758346762559
355,0.9996762449886402
356,0.999677177871169
357,0.9996781784732283
358,0.9996796785761666
359,0.9996809064859794
360,0.9996814190245273
361,0.9996823658572104
362,0.9996833644152918
363,0.9996840038641532
364,0.9996846987444385
365,0.9996855322537199
366,0.9996865366440272
367,0.9996870731248297
368,0.9996877433411665
369,0.9996888229586552
370,0.9996900280862621
371,0.9996909430511149
372,0.999692417572924
373,0.9996931428658751
374,0.9996940340306262
375,0.9996945371968319
376,0.9996954446500294
377,0.9996957062763762
378,0.9996971343911595
379,0.9996977725424235
380,0.9996983327774325
381,0.9996994878311926
382,0.9997001490213162
383,0.9997006217043737
384,0.9997019975311866
385,0.9997031226182577
386,0.999703599105347
387,0.999704081605354
388,0.9997046773307914
389,0.999705312035417
390,0.9997060170433112
391,0.9997069811963468
392,0.9997075054590422
393,0.9997077058165269
394,0.9997091623021612
395,0.9997097578648195
396,0.9997101680966458
397,0.999710905325915
398,0.9997114137640157
399,0.9997121312546683
400,0.9997128083367071
401,0.9997138299773959
402,0.9997146836188389
403,0.999714878337553
404,0.9997155243070073
405,0.999716031490184
406,0.9997172347557077
407,0.9997174985145492
408,0.9997184652895029
409,0.9997192917388777
410,0.99972042910399
411,0.999720974427226
412,0.9997215405514023
413,0.9997221027990147
414,0.9997227565105726
415,0.9997236827469675
416,0.999723821117136
417,0.9997246565243889
418,0.9997259295484552
419,0.9997261436879242
420,0.9997265332147333
421,0.9997271100553434
422,0.9997279690956574
423,0.9997283585452855
424,0.9997286033639888
425,0.9997292372213115
426,0.9997304405209199
427,0.999731603481232
428,0.9997320151232302
429,0.999732725491576
430,0.9997334189306768
431,0.9997335660209099
432,0.9997339393335417
433,0.9997346411337525
434,0.999734858724327
435,0.9997350698200217
436,0.9997353482162554
437,0.9997362795510863
438,0.9997375279979392
439,0.9997379577909794
440,0.9997389880246783
441,0.9997397950728484
442,0.9997404655593664
443,0.9997410507649982
444,0.9997420510743199
445,0.9997424030457517
446,0.9997431785971083
447,0.9997437817353908
448,0.9997444225837105
449,0.9997445103279973
450,0.9997454273929314
451,0.999746484741411
452,0.9997473424031204
453,0.9997481457365983
454,0.9997487178970994
455,0.9997495481677862
456,0.999749935110879
457,0.9997504353681314
458,0.9997472114314264
459,0.9997483172220126
460,0.9997491370188593
461,0.9997495900858301
462,0.9997496613367869
463,0.9997502482070802
464,0.99975061652722
465,0.9997514579928295
466,0.9997521048783569
467,0.9997530488901767
468,0.999753460332839
469,0.9997538912521129
470,0.9997543012015323
471,0.9997548382832905
472,0.9997554489667343
473,0.9997562588175526
474,0.9997564784722034
475,0.9997573024804209
476,0.9997579579203925
477,0.9997585431414703
478,0.9997588884166221
479,0.9997591490067798
480,0.9997598137506344
481,0.999759967367829
482,0.9997606478590992
483,0.9997614394303066
484,0.9997620236894261
485,0.9997612190041593
486,0.9997616711692828
487,0.9997620130143492
488,0.9997627489794016
489,0.9997630225817629
490,0.9997632459355418
491,0.9997639971776556
492,0.9997641871769816
493,0.9997642528919237
494,0.9997648641173026
495,0.9997653859782416
496,0.9997656533770998
497,0.9997661048941413
498,0.9997665323727737
499,0.9997673134626461
500,0.9997675493733987
501,0.9997679380936643
502,0.9997684160453029
503,0.9997688034422179
504,0.9997689863914319
505,0.999769199719124
506,0.9997695460487545
507,0.9997698820310669
508,0.9997703792793206
509,0.9997709362284639
510,0.9997714169924727
511,0.999771960883597
512,0.9997725021338935
513,0.9997732404586219
514,0.9997739743401353
515,0.9997743401842868
516,0.9997745659155278
517,0.9997750615385255
518,0.9997753499533567
519,0.9997756950707187
520,0.9997763786658285
521,0.9997767587163748
522,0.9997771926598358
523,0.9997774671131995
524,0.9997782104661178
525,0.9997784616640477
526,0.9997787844899217
527,0.999778951352696
528,0.999779281730458
529,0.9997798726811612
530,0.9997803039003226
531,0.9997809739474883
532,0.9997814590506579
533,0.9997818923080312
534,0.9997819975429392
535,0.9997821106363856
536,0.9997825487479941
537,0.99978310259761
538,0.9997834632136628
539,0.9997835352238952
540,0.9997837098919471
541,0.9997838886750078
542,0.9997840596970334
543,0.9997846040502841
544,0.9997850315154378
545,0.9997852859572941
546,0.9997858918678586
547,0.9997863662804859
548,0.999786742081537
549,0.9997868535566454
550,0.9997871142342339
551,0.9997875458414478
552,0.999787990076626
553,0.9997883173421056
554,0.9997883971197319
555,0.9997888245394079
556,0.9997890772980073
557,0.9997895490528289
558,0.9997901330656902
559,0.9997903127684892
560,0.9997905769382479
561,0.9997911922537821
562,0.9997914379079328
563,0.9997917661868877
564,0.9997920765108641
565,0.9997924141435226
566,0.9997927249777572
567,0.9997931564152723
568,0.9997894105838709
569,0.9997897214453697
570,0.9997901953574189
571,0.999790743427259
572,0.9997909435507837
573,0.9997908595773558
574,0.9997911514522677
575,0.9997917152533554
576,0.9997919868724437
577,0.9997921587692928
578,0.9997922123669974
579,0.999792582847301
580,0.9997930433059589
581,0.9997934267479689
582,0.9997941424674961
583,0.9997942162920824
584,0.9997946457419212
585,0.9997949653110543
586,0.9997953038611591
587,0.9997955463865043
588,0.9997959219524347
589,0.999796197585584
590,0.9997966238657355
591,0.9997967856484827
592,0.999797181315637
593,0.9997975261477436
594,0.9997981273467264
595,0.9997985753070849
596,0.9997988994333928
597,0.9997994135643279
598,0.9997997704836088
599,0.9997998006736099
600,0.9998002251705985
601,0.9997296504557702
602,0.9997298549134336
603,0.9997303185300519
604,0.9997307996502914
605,0.9997310451353194
606,0.999731241330772
607,0.9996818422047872
608,0.9996824425477907
609,0.9996832494101492
610,0.9996835680828018
611,0.9996838196728521
612,0.9996843087794538
613,0.9996848713312256
614,0.9996852009598656
615,0.9996860763346712
616,0.9996866464541802
617,0.9996874862506958
618,0.9996860056536755
619,0.9996863052744932
620,0.9996869686026407
621,0.9996874660126654
622,0.9996881149058919
623,0.9996880451488064
624,0.999688338005959
625,0.999688745394428
626,0.9996890827428222
627,0.9996892872565366
628,0.999689968536786
629,0.9996903101054688
630,0.9996907256393792
631,0.999691008144554
632,0.9996911587940721
633,0.9996914576072209
634,0.9996919362775241
635,0.9996920176797939
636,0.999692492275623
637,0.9996927835357222
638,0.9996934739070868
639,0.9996936338113248
640,0.999694051825576
641,0.9996944259931373
642,0.9996950973311909
643,0.9996954185851304
644,0.9996961197306209
645,0.9996965565282835
646,0.9996970254279245
647,0.999697113728489
648,0.9996977812114913
649,0.9996984014365977
650,0.999698620666131
651,0.9996991144019948
652,0.9996991330207343
653,0.9996995575685171
654,0.9997001188150509
655,0.9997004753294813
656,0.9997007716196602
657,0.9997011458693708
658,0.9997012104677976
659,0.9997016431731603
660,0.9997022073943675
661,0.9997027623086714
662,0.9997030185931155
663,0.999703506539587
664,0.9997041725191957
665,0.999704614366856
666,0.9997049981378978
667,0.9997050712912389
668,0.9997053925104711
669,0.999705812301128
670,0.9997061388106219
671,0.999706768543146
672,0.9997070760808963
673,0.9997077310519383
674,0.9997081517998406
675,0.9997082929838195
676,0.9997087770875487
677,0.9997091619506262
678,0.9997096577984248
679,0.9997099585293887
680,0.9997103284506574
681,0.9997104842617235
682,0.9997108169239199
683,0.9997112353846039
684,0.9997115492023388
685,0.9997118706454787
686,0.9997122833997789
687,0.9997126041011509
688,0.9997132221903936
689,0.999713634891528
690,0.9997138687060886
691,0.9997145699181764
692,0.9997151946397579
693,0.9997155768152014
694,0.9997157590817188
695,0.9997161289479899
696,0.9997166602383086
697,0.9997170353637331
698,0.9997177248220298
699,0.9997179205149888
700,0.9997165935247593
701,0.9997173036946012
702,0.999717682088165
703,0.9997184600712365
704,0.9997188290649152
705,0.999719146603117
706,0.9996608830014161
707,0.9996611832016511
708,0.9996616333446385
709,0.9996621054360786
710,0.9996624689701548
711,0.9996629315753597
712,0.9996631028485969
713,0.99966351426357
714,0.9996639393810378
715,0.9996646385344485
716,0.9996653746917051
717,0.9996659127388319
718,0.999666202113385
719,0.9996666041974827
720,0.9996670696775016
721,0.9996673135873958
722,0.9996679847794989
723,0.9996682069039731
724,0.9996684277518704
725,0.999668885221374
726,0.9996694882261355
727,0.9996700575736319
728,0.9996704669379309
729,0.9996708943796507
730,0.9996715926834302
731,0.9996665703315479
732,0.9996359140015484
733,0.999636625318452
734,0.9996368728206891
735,0.9996373543285711
736,0.9996378303289178
737,0.9996383391900279
738,0.999638581776634
739,0.9996390568811235
740,0.9996399403148529
741,0.9996400937698608
742,0.9996410130722982
743,0.9996417027946117
744,0.9996417757477319
745,0.9996420885295316
746,0.9996422320123064
747,0.9996429343061666
748,0.9996433184976191
749,0.9996438129335824
750,0.9996444167935847
751,0.9996445346346003
752,0.9996451349292427
753,0.9996454482192332
754,0.9996457514755844
755,0.999646128505476
756,0.9996462551340178
757,0.9996470198858889
758,0.9996479603842329
759,0.9996486051550213
760,0.9996493321096261
761,0.9996496937991001
762,0.9996499755652416
763,0.9996508473423097
764,0.9996510994244436
765,0.9996514476392204
766,0.9996521535016359
767,0.9996524682177781
768,0.9996530921650615
769,0.9996534456975786
770,0.9996536528588708
771,0.9996543950358258
772,0.9996550628511276
773,0.9996551906066499
774,0.9996555972730735
775,0.9996560674161954
776,0.9996566780175206
777,0.9996574340757003
778,0.9996576797152196
779,0.9996579852037332
780,0.9996582744908836
781,0.999658427273638
782,0.9996588472895865
783,0.9996592841092485
784,0.9996596036672465
785,0.9996595366727148
786,0.9996601719353096
787,0.9996604913159759
788,0.999661120816942
789,0.9996601788879852
790,0.9996602361312185
791,0.9996610695129771
792,0.9996611489252527
793,0.9996616356534084
794,0.9996621270932874
795,0.9996627843220589
796,0.9996633722086984
797,0.9996640243984652
798,0.9996647771954803
799,0.9996651333258673
800,0.9996659022220535
801,0.9996661965402163
802,0.9996665255482713
803,0.9996669409849379
804,0.999667727809666
805,0.9996682764692347
806,0.999668662274623
807,0.9996688115668175
808,0.9996690324001638
809,0.9996695349372888
810,0.9996697794968308
811,0.9996705549109991
812,0.9996708952829213
813,0.9996713585433079
814,0.9996716810434331
815,0.9996718187751117
816,0.9996722614931692
817,0.9996725024854946
818,0.9996728074264533
819,0.9996733786556556
820,0.9996739120851388
821,0.9996742426020068
822,0.9996743429963894
823,0.9996745657221416
824,0.9996749633939085
825,0.9996754204601851
826,0.9996756008551602
827,0.9996760907086015
828,0.9996768299069032
829,0.9996769780915034
830,0.999677399573235
831,0.999677583015346
832,0.9996778525779649
833,0.9996781852013259
834,0.9996784254688976
835,0.9996789753556291
836,0.9996793626343498
837,0.999679596568735
838,0.999679970134654
839,0.99968018823648
840,0.999672333134004
841,0.999672592127732
842,0.9996728432767388
843,0.9996730072768603
844,0.9996734136584032
845,0.9996738251164412
846,0.9996740364281109
847,0.9996746493967387
848,0.9996748019793773
849,0.9996753782859857
850,0.9996759255620342
851,0.9996763105806782
852,0.9996763949404709
853,0.9996766570423216
854,0.9996771660470563
855,0.999677453799853
856,0.9996777421717715
857,0.9996783992598153
858,0.9996789699645472
859,0.9996792288724065
860,0.9996799907562373
861,0.999680577613597
862,0.9996813799067822
863,0.9996820488756801
864,0.9996822149855781
865,0.999682524238422
866,0.9996830195607019
867,0.999683138117471
868,0.9996832576279137
869,0.9996834906344034
870,0.9996836875014595
871,0.9996841885462893
